Timestamp,Src IP,Dst IP,Src Port,Dst Port,Protocol,SYN Count,ACK Count,FIN Count,RST Count,PSH Count,URG Count,Total Bytes,Total Bwd Bytes,Total Packets,Flow Duration,Flow IAT Mean,Flow IAT Std,Flow IAT Max,TTL,Init Win Bytes Forward,Label
1700000019274,10.0.0.13,10.0.0.1,39834,53,TCP,1,1,0,0,0,0,3861,4636,12,148,22.75,6.37,105.16,64,65535,BENIGN
1700000019314,10.0.0.14,10.0.0.1,49782,53,TCP,1,1,0,0,0,0,2658,4677,18,86,31.58,12.25,96.95,64,65535,BENIGN
1700000019469,10.0.0.13,10.0.0.1,61072,443,TCP,1,1,0,0,0,0,2977,5725,9,112,29.38,10.78,102.77,64,65535,BENIGN
1700000019886,10.0.0.13,10.0.0.11,16915,53,TCP,1,1,0,0,0,0,1520,6370,12,75,24.35,10.89,77.97,64,65535,BENIGN
1700000020259,10.0.0.14,10.0.0.1,40673,80,TCP,1,1,0,0,0,0,3558,6259,13,73,33.68,11.86,97.66,64,65535,BENIGN
1700000020307,10.0.0.21,10.0.0.12,8021,53,TCP,1,1,0,0,0,0,1586,4648,11,162,35.11,7.11,79.17,64,65535,BENIGN
1700000020501,10.0.0.12,10.0.0.12,9082,53,TCP,1,1,0,0,0,0,1429,1503,10,113,36.96,12.97,86.2,64,65535,BENIGN
1700000020685,10.0.0.12,10.0.0.1,16831,80,TCP,1,1,0,0,0,0,2051,6244,9,94,30.43,12.6,78.09,64,65535,BENIGN
1700000020877,10.0.0.15,10.0.0.12,58824,80,TCP,1,1,0,0,0,0,1483,4448,16,122,35.88,11.2,97.3,64,65535,BENIGN
1700000021074,10.0.0.11,10.0.0.1,31850,443,TCP,1,1,0,0,0,0,3456,4356,17,168,24.18,12.69,97.28,64,65535,BENIGN
1700000021477,10.0.0.22,10.0.0.1,36850,80,TCP,1,1,0,0,0,0,4470,5495,17,142,22.74,9.07,109.83,64,65535,BENIGN
1700000021677,10.0.0.21,10.0.0.1,39354,53,TCP,1,1,0,0,0,0,2685,6691,16,100,24.23,11.41,90.28,64,65535,BENIGN
1700000022135,10.0.0.11,10.0.0.1,36584,53,TCP,1,1,0,0,0,0,4067,3038,18,85,31.88,13.54,107.63,64,65535,BENIGN
1700000022145,10.0.0.21,10.0.0.1,53184,53,TCP,1,1,0,0,0,0,3954,6664,15,158,24.73,10.93,91.46,64,65535,BENIGN
1700000022330,10.0.0.13,10.0.0.1,19244,443,TCP,1,1,0,0,0,0,4418,1602,11,167,38.56,12.22,88.02,64,65535,BENIGN
1700000022362,10.0.0.21,10.0.0.1,19969,53,TCP,1,1,0,0,0,0,752,1703,10,130,35.36,7.05,98.83,64,65535,BENIGN
1700000023028,10.0.0.21,10.0.0.1,1825,443,TCP,1,1,0,0,0,0,1469,3273,11,153,30.97,13.82,82.75,64,65535,BENIGN
1700000024179,10.0.0.15,10.0.0.1,19082,443,TCP,1,1,0,0,0,0,3452,4204,13,165,26.69,10.31,81.36,64,65535,BENIGN
1700000024334,10.0.0.21,10.0.0.12,39945,53,TCP,1,1,0,0,0,0,870,3268,11,121,25.4,9.34,75.24,64,65535,BENIGN
1700000024577,10.0.0.11,10.0.0.14,22320,80,TCP,1,1,0,0,0,0,4435,7181,10,106,35.45,6.04,88.71,64,65535,BENIGN
1700000024649,10.0.0.11,10.0.0.1,2847,443,TCP,1,1,0,0,0,0,983,3684,9,139,21.43,6.71,89.93,64,65535,BENIGN
1700000025156,10.0.0.13,10.0.0.1,58574,53,TCP,1,1,0,0,0,0,1781,1980,9,138,34.96,7.56,84.17,64,65535,BENIGN
1700000025190,10.0.0.13,10.0.0.1,57148,443,TCP,1,1,0,0,0,0,4054,2331,9,104,34.59,7.2,88.01,64,65535,BENIGN
1700000025349,10.0.0.12,10.0.0.15,38438,80,TCP,1,1,0,0,0,0,1780,4792,10,125,31.53,6.45,93.66,64,65535,BENIGN
1700000025477,10.0.0.11,10.0.0.13,48471,53,TCP,1,1,0,0,0,0,1838,5430,9,141,34.4,11.3,92.1,64,65535,BENIGN
1700000025797,10.0.0.22,10.0.0.12,22262,53,TCP,1,1,0,0,0,0,1596,6189,10,164,20.9,8.64,94.43,64,65535,BENIGN
1700000026304,10.0.0.13,10.0.0.1,7102,443,TCP,1,1,0,0,0,0,1740,3291,18,91,30.69,12.28,88.22,64,65535,BENIGN
1700000026384,10.0.0.13,10.0.0.1,13909,53,TCP,1,1,0,0,0,0,2578,2388,13,146,29.16,8.99,91.84,64,65535,BENIGN
1700000026990,10.0.0.11,10.0.0.1,24449,443,TCP,1,1,0,0,0,0,3266,3465,10,140,20.64,13.48,105.47,64,65535,BENIGN
1700000027068,10.0.0.13,10.0.0.1,1415,80,TCP,1,1,0,0,0,0,1424,4777,16,85,34.86,6.97,90.07,64,65535,BENIGN
1700000027306,10.0.0.11,10.0.0.21,3667,53,TCP,1,1,0,0,0,0,1640,4339,12,147,35.13,11.63,72.56,64,65535,BENIGN
1700000027598,10.0.0.22,10.0.0.14,53646,53,TCP,1,1,0,0,0,0,769,5933,16,167,38.69,10.11,106.05,64,65535,BENIGN
1700000027647,10.0.0.21,10.0.0.1,52850,443,TCP,1,1,0,0,0,0,3976,5563,11,124,25.3,13.62,96.66,64,65535,BENIGN
1700000027786,10.0.0.21,10.0.0.1,15074,443,TCP,1,1,0,0,0,0,2292,2373,16,110,38.23,9.07,99.44,64,65535,BENIGN
1700000027897,10.0.0.15,10.0.0.1,42481,80,TCP,1,1,0,0,0,0,3446,2657,9,97,26.97,8.1,89.71,64,65535,BENIGN
1700000028093,10.0.0.14,10.0.0.21,56833,80,TCP,1,1,0,0,0,0,4554,4023,9,167,28.87,13.03,83.48,64,65535,BENIGN
1700000028162,10.0.0.21,10.0.0.14,11721,443,TCP,1,1,0,0,0,0,4307,3636,13,72,30.2,12.62,91.14,64,65535,BENIGN
1700000028780,10.0.0.13,10.0.0.15,9740,53,TCP,1,1,0,0,0,0,1121,2819,15,107,30.89,12.42,109.35,64,65535,BENIGN
1700000028798,10.0.0.13,10.0.0.21,44808,443,TCP,1,1,0,0,0,0,757,3750,13,121,32.15,13.56,107.88,64,65535,BENIGN
1700000029010,10.0.0.11,10.0.0.21,26831,80,TCP,1,1,0,0,0,0,3428,2015,14,87,25.69,13.77,102.74,64,65535,BENIGN
1700000029350,10.0.0.21,10.0.0.12,45341,443,TCP,1,1,0,0,0,0,1641,3787,17,150,33.14,9.52,104.77,64,65535,BENIGN
1700000029361,10.0.0.11,10.0.0.1,25167,80,TCP,1,1,0,0,0,0,3896,6326,17,106,38.85,6.4,104.6,64,65535,BENIGN
1700000029664,10.0.0.14,10.0.0.15,5700,443,TCP,1,1,0,0,0,0,4369,2043,14,123,33.55,11.46,96.46,64,65535,BENIGN
1700000029870,10.0.0.21,10.0.0.1,51299,443,TCP,1,1,0,0,0,0,3535,6942,10,95,28.87,12.59,78.98,64,65535,BENIGN
1700000030012,10.0.0.13,10.0.0.11,43724,80,TCP,1,1,0,0,0,0,3698,1457,14,76,30.32,7.93,78.29,64,65535,BENIGN
1700000030255,10.0.0.13,10.0.0.1,28513,80,TCP,1,1,0,0,0,0,1764,2716,11,124,37.52,11.91,91.6,64,65535,BENIGN
1700000030268,10.0.0.14,10.0.0.1,57018,80,TCP,1,1,0,0,0,0,942,6458,12,112,33.44,7.95,80.3,64,65535,BENIGN
1700000030865,10.0.0.22,10.0.0.11,2288,80,TCP,1,1,0,0,0,0,1274,4264,12,114,33.83,7.48,109.34,64,65535,BENIGN
1700000031121,10.0.0.14,10.0.0.1,36575,443,TCP,1,1,0,0,0,0,2610,4108,17,80,22.76,7.93,87.39,64,65535,BENIGN
1700000031277,10.0.0.22,10.0.0.1,26871,443,TCP,1,1,0,0,0,0,3443,2001,18,78,22.6,6.12,93.69,64,65535,BENIGN
1700000031361,10.0.0.21,10.0.0.12,5203,443,TCP,1,1,0,0,0,0,4515,6164,18,130,29.3,8.89,79.55,64,65535,BENIGN
1700000031477,10.0.0.13,10.0.0.1,49830,80,TCP,1,1,0,0,0,0,4524,3406,14,164,39.89,11.1,95.1,64,65535,BENIGN
1700000031690,10.0.0.21,10.0.0.22,53928,53,TCP,1,1,0,0,0,0,1824,3585,10,80,39.49,11.01,92.91,64,65535,BENIGN
1700000031722,10.0.0.15,10.0.0.1,31317,53,TCP,1,1,0,0,0,0,3243,5550,9,79,25.53,7.4,71.89,64,65535,BENIGN
1700000031787,10.0.0.14,10.0.0.21,64385,53,TCP,1,1,0,0,0,0,2187,5883,12,108,35.33,10.21,96.92,64,65535,BENIGN
1700000032109,10.0.0.12,10.0.0.1,37525,80,TCP,1,1,0,0,0,0,3214,3124,11,102,31.68,8.95,74.45,64,65535,BENIGN
1700000032197,10.0.0.22,10.0.0.22,53368,443,TCP,1,1,0,0,0,0,1939,5483,9,82,29.82,11.39,82.43,64,65535,BENIGN
1700000032437,10.0.0.15,10.0.0.1,54642,80,TCP,1,1,0,0,0,0,3582,6341,11,93,24.74,12.2,87.68,64,65535,BENIGN
1700000032791,10.0.0.15,10.0.0.15,11296,53,TCP,1,1,0,0,0,0,970,6967,17,88,36.09,9.06,83.37,64,65535,BENIGN
1700000032837,10.0.0.13,10.0.0.1,47746,53,TCP,1,1,0,0,0,0,3704,2705,18,132,23.89,6.84,100.84,64,65535,BENIGN
1700000033215,10.0.0.11,10.0.0.21,18619,53,TCP,1,1,0,0,0,0,2020,6650,9,92,35.62,7.88,108.94,64,65535,BENIGN
1700000033674,10.0.0.21,10.0.0.21,55187,53,TCP,1,1,0,0,0,0,645,3032,17,124,22.34,8.96,103.99,64,65535,BENIGN
1700000033696,10.0.0.21,10.0.0.13,11597,53,TCP,1,1,0,0,0,0,2687,6459,18,72,26.06,13.12,77.35,64,65535,BENIGN
1700000033905,10.0.0.11,10.0.0.1,40335,53,TCP,1,1,0,0,0,0,3128,4529,16,168,35.32,8.49,109.14,64,65535,BENIGN
1700000034145,10.0.0.22,10.0.0.11,39440,80,TCP,1,1,0,0,0,0,1300,6165,17,95,27.31,8.08,87.46,64,65535,BENIGN
1700000035013,10.0.0.15,10.0.0.1,60636,443,TCP,1,1,0,0,0,0,4153,5922,17,96,26.5,10.73,95.11,64,65535,BENIGN
1700000035306,10.0.0.22,10.0.0.1,54382,53,TCP,1,1,0,0,0,0,2667,4977,16,106,38.07,12.4,101.72,64,65535,BENIGN
1700000036199,10.0.0.21,10.0.0.15,42330,80,TCP,1,1,0,0,0,0,3856,3241,12,137,34.2,10.29,72.03,64,65535,BENIGN
1700000036573,10.0.0.12,10.0.0.1,57786,443,TCP,1,1,0,0,0,0,881,6420,14,79,34.3,12.77,77.21,64,65535,BENIGN
1700000036644,10.0.0.14,10.0.0.1,32691,443,TCP,1,1,0,0,0,0,3460,2740,16,137,39.8,12.38,72.76,64,65535,BENIGN
1700000036997,10.0.0.22,10.0.0.14,49242,80,TCP,1,1,0,0,0,0,2096,2100,15,139,26.36,10.61,80.39,64,65535,BENIGN
1700000037187,10.0.0.22,10.0.0.14,24340,80,TCP,1,1,0,0,0,0,2369,6196,15,146,30.25,6.59,70.74,64,65535,BENIGN
1700000037974,10.0.0.12,10.0.0.1,8454,80,TCP,1,1,0,0,0,0,882,2693,16,129,21.34,10.35,107.08,64,65535,BENIGN
1700000038220,10.0.0.14,10.0.0.1,4836,443,TCP,1,1,0,0,0,0,1334,1812,11,165,39.9,10.48,92.64,64,65535,BENIGN
1700000038233,10.0.0.13,10.0.0.13,13157,80,TCP,1,1,0,0,0,0,4294,4417,18,85,20.78,13.55,83.51,64,65535,BENIGN
1700000038942,10.0.0.22,10.0.0.1,51362,80,TCP,1,1,0,0,0,0,1118,1506,9,129,34.63,10.45,84.16,64,65535,BENIGN
1700000039128,10.0.0.13,10.0.0.14,18424,80,TCP,1,1,0,0,0,0,3679,6484,17,145,25.05,8.99,95.91,64,65535,BENIGN
1700000039169,10.0.0.15,10.0.0.1,51497,80,TCP,1,1,0,0,0,0,1828,5835,12,123,32.21,6.33,85.96,64,65535,BENIGN
1700000039773,10.0.0.13,10.0.0.1,42860,443,TCP,1,1,0,0,0,0,3632,2360,11,72,34.66,11.63,71.16,64,65535,BENIGN
1700000040201,10.0.0.14,10.0.0.1,5897,53,TCP,1,1,0,0,0,0,3289,5798,11,158,37.55,7.63,105.34,64,65535,BENIGN
1700000040415,10.0.0.11,10.0.0.1,53839,53,TCP,1,1,0,0,0,0,3244,2646,17,143,36.97,6.16,107.0,64,65535,BENIGN
1700000040753,10.0.0.21,10.0.0.1,38808,53,TCP,1,1,0,0,0,0,2693,6693,9,94,23.75,10.54,71.56,64,65535,BENIGN
1700000041161,10.0.0.22,10.0.0.1,59260,53,TCP,1,1,0,0,0,0,1871,4192,13,120,28.89,13.55,85.51,64,65535,BENIGN
1700000041377,10.0.0.15,10.0.0.14,32943,80,TCP,1,1,0,0,0,0,4357,3709,18,166,23.44,10.95,107.2,64,65535,BENIGN
1700000041486,10.0.0.22,10.0.0.1,63127,80,TCP,1,1,0,0,0,0,4507,1563,16,73,35.16,6.17,108.44,64,65535,BENIGN
1700000041749,10.0.0.12,10.0.0.11,5909,80,TCP,1,1,0,0,0,0,4240,5802,11,82,22.71,9.27,103.29,64,65535,BENIGN
1700000042290,10.0.0.14,10.0.0.14,12490,80,TCP,1,1,0,0,0,0,4232,3051,15,111,24.04,7.52,88.42,64,65535,BENIGN
1700000042418,10.0.0.22,10.0.0.1,39755,443,TCP,1,1,0,0,0,0,2059,4822,15,100,37.44,13.55,80.87,64,65535,BENIGN
1700000042429,10.0.0.13,10.0.0.15,35685,53,TCP,1,1,0,0,0,0,2745,3411,15,132,28.23,12.64,70.39,64,65535,BENIGN
1700000042676,10.0.0.14,10.0.0.1,2605,443,TCP,1,1,0,0,0,0,3613,6079,16,151,38.98,10.16,90.89,64,65535,BENIGN
1700000042823,10.0.0.22,10.0.0.1,63116,443,TCP,1,1,0,0,0,0,1279,5983,9,70,22.3,11.67,87.35,64,65535,BENIGN
1700000043210,10.0.0.13,10.0.0.15,48383,443,TCP,1,1,0,0,0,0,1105,5801,15,155,28.73,10.56,86.41,64,65535,BENIGN
1700000043618,10.0.0.22,10.0.0.1,12969,443,TCP,1,1,0,0,0,0,1500,4623,13,151,24.42,10.82,76.22,64,65535,BENIGN
1700000043877,10.0.0.15,10.0.0.21,13266,443,TCP,1,1,0,0,0,0,3373,3341,9,115,27.7,13.28,85.4,64,65535,BENIGN
1700000043879,10.0.0.14,10.0.0.1,11719,53,TCP,1,1,0,0,0,0,2804,4074,17,70,31.21,10.83,74.15,64,65535,BENIGN
1700000043984,10.0.0.13,10.0.0.1,36639,80,TCP,1,1,0,0,0,0,4232,5775,18,115,37.5,8.77,82.26,64,65535,BENIGN
1700000044093,10.0.0.14,10.0.0.1,6533,53,TCP,1,1,0,0,0,0,1553,5608,18,155,37.44,7.81,92.53,64,65535,BENIGN
1700000044145,10.0.0.12,10.0.0.1,58433,443,TCP,1,1,0,0,0,0,3792,4521,17,75,22.01,8.0,90.57,64,65535,BENIGN
